ScientificName1974,CommonName1974,Alternate name,Family1974,ScientificName2023,CommonName2023,Alternate name,Family2023
Cisticola tinniens,Tinkling Cisticola,,Sylviidae,Cisticola tinniens,Levaillant's Cisticola,Cisticole à sonnette,Cisticolidae
Cisticola robusta,Stout Cisticola,,Sylviidae,Cisticola robustus,Stout Cisticola,Cisticole robuste,Cisticolidae
,,,,Cisticola aberdare,Aberdare Cisticola,Cisticole des Aberdare,Cisticolidae
Cisticola natalensis,Croaking Cisticola,,Sylviidae,Cisticola natalensis,Croaking Cisticola,Cisticole striée,Cisticolidae
Cisticola fulvicapilla,Piping Cisticola,,Sylviidae,Cisticola fulvicapilla,Piping Cisticola,Cisticole à couronne rousse,Cisticolidae
Cisticola angusticauda,Tabora Cisticola,,Sylviidae,Cisticola angusticauda,Tabora Cisticola,Cisticole à queue fine,Cisticolidae
Apalis melanura,Angola Slender-tailed Apalis,,Sylviidae,Cisticola melanurus,Slender-tailed Cisticola,Cisticole à queue noire,Cisticolidae
Cisticola brachyptera,Short-winged Cisticola,,Sylviidae,Cisticola brachypterus,Siffling Cisticola,Cisticole à ailes courtes,Cisticolidae
Cisticola rufa,Rufous Cisticola,,Sylviidae,Cisticola rufus,Rufous Cisticola,Cisticole rousse,Cisticolidae
Cisticola troglodytes,Foxy Cisticola,,Sylviidae,Cisticola troglodytes,Foxy Cisticola,Cisticole russule,Cisticolidae
Cisticola nana,Tiny Cisticola,,Sylviidae,Cisticola nana,Tiny Cisticola,Cisticole naine,Cisticolidae
Incana incana,Socotra Warbler,,Sylviidae,Incana incana,Socotra Warbler,Cisticole pâle,Cisticolidae
Cisticola juncidis,Zitting Cisticola,,Sylviidae,Cisticola juncidis,Zitting Cisticola,Cisticole des joncs,Cisticolidae
Cisticola haesitata,Socotra Cisticola,,Sylviidae,Cisticola haesitatus,Socotra Cisticola,Cisticole de Socotra,Cisticolidae
Cisticola cherina,Madagascar Cisticola,,Sylviidae,Cisticola cherina,Madagascar Cisticola,Cisticole malgache,Cisticolidae
Cisticola aridula,Desert Cisticola,,Sylviidae,Cisticola aridulus,Desert Cisticola,Cisticole du désert,Cisticolidae
Cisticola textrix,Cloud Cisticola,,Sylviidae,Cisticola textrix,Cloud Cisticola,Cisticole pinc-pinc,Cisticolidae
Cisticola eximia,Black-necked Cisticola,,Sylviidae,Cisticola eximius,Black-backed Cisticola,Cisticole à dos noir,Cisticolidae
Cisticola dambo,Cloud-scraper Cisticola,,Sylviidae,Cisticola dambo,Cloud-scraping Cisticola,Cisticole dambo,Cisticolidae
Cisticola brunnescens,Pectoral-patch Cisticola,,Sylviidae,,,,
,,,,Cisticola brunnescens,Pectoral-patch Cisticola,Cisticole brune,Cisticolidae
,,,,Cisticola cinnamomeus,Pale-crowned Cisticola,Cisticole châtaine,Cisticolidae
Cisticola ayresii,Wing-snapping Cisticola,,Sylviidae,Cisticola ayresii,Wing-snapping Cisticola,Cisticole gratte-nuage,Cisticolidae
Cisticola exilis,Golden-headed Cisticola,,Sylviidae,Cisticola exilis,Golden-headed Cisticola,Cisticole à couronne dorée,Cisticolidae
Scotocerca inquieta,Streaked Scrub Warbler,,Sylviidae,Scotocerca inquieta,Scrub Warbler,Dromoïque vif-argent,Scotocercidae
Rhopophilus pekinensis,White-browed Chinese Warbler,,Sylviidae,,,,
,,,,Rhopophilus pekinensis,Beijing Babbler,Rhopophile de Pékin,Paradoxornithidae
,,,,Rhopophilus albosuperciliaris,Tarim Babbler,Rhopophile du Tarim,Paradoxornithidae
,,,,Laticilla burnesii,Rufous-vented Grass Babbler,Laticille de Burnes,Pellorneidae
,,,,Laticilla cinerascens,Swamp Grass Babbler,Laticille des marais,Pellorneidae
Prinia criniger,Striated Prinia,,Sylviidae,,,,
,,,,Prinia crinigera,Himalayan Prinia,Prinia crinigère,Cisticolidae
,,,,Prinia striata,Striped Prinia,Prinia de Swinhoe,Cisticolidae
Prinia polychroa,Brown Prinia,,Sylviidae,,,,
,,,,Prinia polychroa,Brown Prinia,Prinia des montagnes,Cisticolidae
,,,,Prinia cooki,Burmese Prinia,Prinia de Cook,Cisticolidae
,,,,Prinia rocki,Annam Prinia,Prinia de Rock,Cisticolidae
Prinia atrogularis,Hill Prinia,,Sylviidae,,,,
,,,,Prinia atrogularis,Black-throated Prinia,Prinia à gorge noire,Cisticolidae
,,,,Prinia khasiana,Rufous-crowned Prinia,Prinia à calotte rousse,Cisticolidae
,,,,Prinia superciliaris,Hill Prinia,Prinia à sourcils,Cisticolidae
,,,,Prinia cinereocapilla,Gray-crowned Prinia,Prinia à calotte grise,Cisticolidae
,,,,Prinia buchanani,Rufous-fronted Prinia,Prinia à front roux,Cisticolidae
Prinia rufescens,Rufescent Prinia,,Sylviidae,Prinia rufescens,Rufescent Prinia,Prinia roussâtre,Cisticolidae
Prinia hodgsonii,Gray-breasted Prinia,,Sylviidae,Prinia hodgsonii,Gray-breasted Prinia,Prinia de Hodgson,Cisticolidae
,,,,Prinia gracilis,Graceful Prinia,Prinia gracile,Cisticolidae
,,,,Prinia lepida,Delicate Prinia,Prinia délicate,Cisticolidae
Prinia sylvatica,Jungle Prinia,,Sylviidae,Prinia sylvatica,Jungle Prinia,Prinia forestière,Cisticolidae
Prinia familiaris,Bar-winged Prinia,,Sylviidae,Prinia familiaris,Bar-winged Prinia,Prinia bifasciée,Cisticolidae
Prinia flaviventris,Yellow-bellied Prinia,,Sylviidae,Prinia flaviventris,Yellow-bellied Prinia,Prinia à ventre jaune,Cisticolidae
Prinia socialis,Ashy Prinia,,Sylviidae,Prinia socialis,Ashy Prinia,Prinia cendrée,Cisticolidae
Prinia subflava,Tawny-flanked Prinia,,Sylviidae,,,,
,,,,Prinia subflava,Tawny-flanked Prinia,Prinia modeste,Cisticolidae
Prinia somalica,Pale Prinia,,Sylviidae,Prinia somalica,Pale Prinia,Prinia pâle,Cisticolidae
,,,,Prinia inornata,Plain Prinia,Prinia simple,Cisticolidae
,,,,Prinia fluviatilis,River Prinia,Prinia aquatique,Cisticolidae
Prinia flavicans,Black-chested Prinia,,Sylviidae,Prinia flavicans,Black-chested Prinia,Prinia à plastron,Cisticolidae
Prinia maculosa,Karoo Prinia,,Sylviidae,,,,
,,,,Prinia maculosa,Karoo Prinia,Prinia du Karoo,Cisticolidae
,,,,Prinia hypoxantha,Drakensberg Prinia,Prinia du Drakensberg,Cisticolidae
Prinia substriata,Namaqua Prinia,,Sylviidae,Phragmacia substriata,Namaqua Warbler,Apalis namaqua,Cisticolidae
Prinia molleri,São Thomé Prinia,,Sylviidae,Prinia molleri,Sao Tome Prinia,Prinia de Sao Tomé,Cisticolidae
Prinia robertsi,Roberts' Prinia,,Sylviidae,Oreophilais robertsi,Roberts's Warbler,Apalis de Roberts,Cisticolidae
Prinia leontica,Sierra Leone Prinia,,Sylviidae,Schistolais leontica,Sierra Leone Prinia,Apalis du Sierra Leone,Cisticolidae
Prinia leucopogon,White-chinned Prinia,,Sylviidae,Schistolais leucopogon,White-chinned Prinia,Apalis à gorge blanche,Cisticolidae
Prinia bairdii,Banded Prinia,,Sylviidae,Prinia bairdii,Banded Prinia,Prinia rayée,Cisticolidae
Heliolais erythroptera,Red-winged Warbler,,Sylviidae,Prinia erythroptera,Red-winged Prinia,Prinia à ailes rousses,Cisticolidae
Prinia pectoralis,Rufous-eared Warbler,,Sylviidae,Malcorus pectoralis,Rufous-eared Warbler,Cisticole à joues rousses,Cisticolidae
Drymocichla incana,Red-winged Gray Warbler,,Sylviidae,Drymocichla incana,Red-winged Gray Warbler,Apalis grise,Cisticolidae
Urolais epichlora,Green Longtail,,Sylviidae,Urolais epichlorus,Green Longtail,Apalis verte,Cisticolidae
Prinia clamans,Scaly Prinia,,Sylviidae,Spiloptila clamans,Cricket Longtail,Spiloptile à front écailleux,Cisticolidae
Spiloptila clamans,Cricket Warbler,,Sylviidae,Spiloptila clamans,Cricket Longtail,Spiloptile à front écailleux,Cisticolidae
Apalis pulchra,Black-collared Apalis,,Sylviidae,Oreolais pulcher,Black-collared Apalis,Apalis à col noir,Cisticolidae
Apalis ruwenzori,Collared Apalis,,Sylviidae,Oreolais ruwenzorii,Rwenzori Apalis,Apalis du Rwenzori,Cisticolidae
Apalis thoracia,Bar-throated Apalis,,Sylviidae,Apalis thoracica,Bar-throated Apalis,Apalis à collier,Cisticolidae
Apalis flavigularis,Yellow Bar-throated Apalis,,Sylviidae,Apalis flavigularis,Yellow-throated Apalis,Apalis noir et jaune,Cisticolidae
,,,,Apalis fuscigularis,Taita Apalis,Apalis des Taita,Cisticolidae
,,,,Apalis lynesi,Namuli Apalis,Apalis de Lynes,Cisticolidae
Apalis nigriceps,Black-capped Apalis,,Sylviidae,Apalis nigriceps,Black-capped Apalis,Apalis à calotte noire,Cisticolidae
Apalis jacksoni,Black-throated Apalis,,Sylviidae,Apalis jacksoni,Black-throated Apalis,Apalis à gorge noire,Cisticolidae
Apalis chariessa,White-winged Apalis,,Sylviidae,Apalis chariessa,White-winged Apalis,Apalis à ailes blanches,Cisticolidae
Apalis binotata,Masked Apalis,,Sylviidae,,,,
,,,,Apalis binotata,Masked Apalis,Apalis masquée,Cisticolidae
,,,,Apalis personata,Black-faced Apalis,Apalis à face noire,Cisticolidae
,,,,Apalis flavida,Yellow-breasted Apalis,Apalis à gorge jaune,Cisticolidae
Apalis flavida,Yellow-breasted Apalis,,Sylviidae,,,,
Apalis caniceps,Green-tailed Apalis,,Sylviidae,,,,
Apalis ruddi,Rudd's Apalis,,Sylviidae,Apalis ruddi,Rudd's Apalis,Apalis de Rudd,Cisticolidae
Apalis sharpii,Sharpe's Apalis,,Sylviidae,Apalis sharpii,Sharpe's Apalis,Apalis de Sharpe,Cisticolidae
Apalis rufogularis,Buff-throated Apalis,,Sylviidae,,,,
,,,,Apalis rufogularis,Buff-throated Apalis,Apalis à gorge rousse,Cisticolidae
,,,,Apalis argentea,Kungwe Apalis,Apalis de Moreau,Cisticolidae
Apalis argentea,Kungwe Apalis,,Sylviidae,,,,
Apalis eidos,Peter's Apalis,,Sylviidae,,,,
Apalis bamendae,Bamenda Apalis,,Sylviidae,Apalis bamendae,Bamenda Apalis,Apalis de Bamenda,Cisticolidae
Apalis goslingi,Gosling's Apalis,,Sylviidae,Apalis goslingi,Gosling's Apalis,Apalis de Gosling,Cisticolidae
Apalis schoutedens,Schouteden's Apalis,,Sylviidae,,,,
Apalis porphyrolaema,Chestnut-throated Apalis,,Sylviidae,Apalis porphyrolaema,Chestnut-throated Apalis,Apalis à gorge marron,Cisticolidae
Apalis kabobensis,Prigogine's Apalis,,Sylviidae,Apalis kaboboensis,Kabobo Apalis,Apalis du Kabobo,Cisticolidae
,,,,Apalis chapini,Chapin's Apalis,Apalis de Chapin,Cisticolidae
Apalis melanocephala,Black-headed Apalis,,Sylviidae,Apalis melanocephala,Black-headed Apalis,Apalis à tête noire,Cisticolidae
Apalis chirindensis,Chirinda Apalis,,Sylviidae,Apalis chirindensis,Chirinda Apalis,Apalis de Chirinda,Cisticolidae
Apalis cinerea,Gray Apalis,,Sylviidae,Apalis cinerea,Gray Apalis,Apalis cendrée,Cisticolidae
Apalis alticola,Brown-headed Apalis,,Sylviidae,Apalis alticola,Brown-headed Apalis,Apalis à tête brune,Cisticolidae
Apalis karamojae,Karamoja Apalis,,Sylviidae,Apalis karamojae,Karamoja Apalis,Apalis du Karamoja,Cisticolidae
Spiloptila rufifrons,Red-faced Apalis,,Sylviidae,Prinia rufifrons,Red-fronted Prinia,Prinia de Rüppell,Cisticolidae
Stenostira scita,Fairy Warbler,,Muscicapidae,Stenostira scita,Fairy Flycatcher,Mignard enchanteur,Stenostiridae
Phyllolais pulchella,Buff-bellied Warbler,,Sylviidae,Phyllolais pulchella,Buff-bellied Warbler,Phyllolaïs à ventre fauve,Cisticolidae
Orthotomus metopias,Red-capped Tailorbird,,Sylviidae,Artisornis metopias,African Tailorbird,Apalis couturière,Cisticolidae
Apalis moreaui,Long-billed Apalis,,Sylviidae,Artisornis moreaui,Long-billed Tailorbird,Apalis à long bec,Cisticolidae
Orthotomus cuculatus,Mountain Tailorbird,,Sylviidae,,,,
,,,,Phyllergates cucullatus,Mountain Tailorbird,Bouscarle de Temminck,Scotocercidae
,,,,Phyllergates heterolaemus,Rufous-headed Tailorbird,Bouscarle à capuchon,Scotocercidae
,,,,Orthotomus sutorius,Common Tailorbird,Couturière à longue queue,Cisticolidae
Orthotomus sutorius,Common Tailorbird,,Sylviidae,,,,
Orthotomus longicaudus,Darzee Tailorbird,,Sylviidae,,,,
Orthotomus atrogularis,Dark-necked Tailorbird,,Sylviidae,,,,
,,,,Orthotomus atrogularis,Dark-necked Tailorbird,Couturière à col noir,Cisticolidae
,,,,Orthotomus chloronotus,Green-backed Tailorbird,Couturière d'Ogilvie-Grant,Cisticolidae
,,,,Orthotomus chaktomuk,Cambodian Tailorbird,Couturière du Cambodge,Cisticolidae
,,,,Orthotomus castaneiceps,Visayan Tailorbird,Couturière à calotte rousse,Cisticolidae
,,,,Orthotomus frontalis,Rufous-fronted Tailorbird,Couturière à front roux,Cisticolidae
Orthotomus derbianus,Luzon Tailorbird,,Sylviidae,Orthotomus derbianus,Gray-backed Tailorbird,Couturière de Luçon,Cisticolidae
Orthotomus sericeus,Red-headed Tailorbird,,Sylviidae,Orthotomus sericeus,Rufous-tailed Tailorbird,Couturière à queue rousse,Cisticolidae
Orthotomus ruficeps,Ashy Tailorbird,,Sylviidae,,,,
,,,,Orthotomus ruficeps,Ashy Tailorbird,Couturière à tête rousse,Cisticolidae
,,,,Orthotomus sepium,Olive-backed Tailorbird,Couturière à dos vert,Cisticolidae
,,,,Orthotomus samarensis,Yellow-breasted Tailorbird,Couturière de Samar,Cisticolidae
Orthotomus nigriceps,Black-headed Tailorbird,,Sylviidae,Orthotomus nigriceps,White-browed Tailorbird,Couturière à tête noire,Cisticolidae
Orthotomus cinereiceps,White-eared Tailorbird,,Sylviidae,Orthotomus cinereiceps,White-eared Tailorbird,Couturière oreillarde,Cisticolidae
Camaroptera brevicaudata,Gray-backed Camaroptera,,Sylviidae,,,,
Camaroptera harterti,Hartert's Camaroptera,,Sylviidae,Camaroptera harterti,Hartert's Camaroptera,Camaroptère de Hartert,Cisticolidae
,,,,Camaroptera brachyura,Green-backed Camaroptera,Camaroptère à tête grise,Cisticolidae
Camaroptera brachyura,Green-backed Camaroptera,,Sylviidae,,,,
Camaroptera superciliaris,Yellow-browed Camaroptera,,Sylviidae,Camaroptera superciliaris,Yellow-browed Camaroptera,Camaroptère à sourcils jaunes,Cisticolidae
Camaroptera chloronota,Olive-green Camaroptera,,Sylviidae,Camaroptera chloronota,Olive-green Camaroptera,Camaroptère à dos vert,Cisticolidae
,,,,Calamonastes simplex,Gray Wren-Warbler,Camaroptère modeste,Cisticolidae
,,,,Calamonastes undosus,Miombo Wren-Warbler,Camaroptère du miombo,Cisticolidae
Camaroptera simplex,Gray Camaroptera,,Sylviidae,,,,
Camaroptera stierlingi,Stierling's Camaroptera,,Sylviidae,Calamonastes stierlingi,Stierling's Wren-Warbler,Camaroptère de Stierling,Cisticolidae
Camaroptera fasciolatus,Barred Camaroptera,,Sylviidae,Calamonastes fasciolatus,Barred Wren-Warbler,Camaroptère barrée,Cisticolidae
,,,,Euryptila subcinnamomea,Kopje Warbler,Cisticole cannelle,Cisticolidae
Poliolais lopezi,Lopez's Warbler,,Sylviidae,Poliolais lopezi,White-tailed Warbler,Poliolaïs à queue blanche,Cisticolidae
Graueria vittata,Grauer's Warbler,,Sylviidae,Graueria vittata,Grauer's Warbler,Grauérie striée,Acrocephalidae
Eremomela icteropygialis,Yellow-bellied Eremomela,,Sylviidae,Eremomela icteropygialis,Yellow-bellied Eremomela,Érémomèle à croupion jaune,Cisticolidae
Eremomela salvadorii,Salvadori's Eremomela,,Sylviidae,Eremomela salvadorii,Salvadori's Eremomela,Érémomèle de Salvadori,Cisticolidae
Eremomela flavicrissalis,Yellow-vented Eremomela,,Sylviidae,Eremomela flavicrissalis,Yellow-vented Eremomela,Érémomèle à ventre jaune,Cisticolidae
Eremomela pusilla,Smaller Green-backed Eremomela,,Sylviidae,Eremomela pusilla,Senegal Eremomela,Érémomèle à dos vert,Cisticolidae
Eremomela canescens,Green-backed Eremomela,,Sylviidae,Eremomela canescens,Green-backed Eremomela,Érémomèle grisonnante,Cisticolidae
Eremomela scotops,Greencap Eremomela,,Sylviidae,Eremomela scotops,Greencap Eremomela,Érémomèle à calotte verte,Cisticolidae
Eremomela gregalis,Yellow-rumped Eremomela,,Sylviidae,Eremomela gregalis,Yellow-rumped Eremomela,Érémomèle du Karoo,Cisticolidae
Eremomela badiceps,Brown-crowned Eremomela,,Sylviidae,Eremomela badiceps,Rufous-crowned Eremomela,Érémomèle à tête brune,Cisticolidae
Eremomela turneri,Turner's Eremomela,,Sylviidae,Eremomela turneri,Turner's Eremomela,Érémomèle de Turner,Cisticolidae
Eremomela atricollis,Black-necked Eremomela,,Sylviidae,Eremomela atricollis,Black-necked Eremomela,Érémomèle à cou noir,Cisticolidae
Eremomela usticollis,Burnt-neck Eremomela,,Sylviidae,Eremomela usticollis,Burnt-neck Eremomela,Érémomèle à cou roux,Cisticolidae
,,,,Cryptosylvicola randrianasoloi,Cryptic Warbler,Sylvicole cryptique,Bernieridae
Randia pseudozosterops,Rand's Warbler,,Sylviidae,Randia pseudozosterops,Rand's Warbler,Randie malgache,Bernieridae
Newtonia amphichroa,Dark Newtonia,,Muscicapidae,Newtonia amphichroa,Dark Newtonia,Newtonie sombre,Vangidae
Newtonia brunneicauda,Common Newtonia,,Muscicapidae,Newtonia brunneicauda,Common Newtonia,Newtonie commune,Vangidae
Newtonia archboldi,Archbold's Newtonia,,Muscicapidae,Newtonia archboldi,Archbold's Newtonia,Newtonie d'Archbold,Vangidae
Newtonia fanovanoe,Fanovana Newtonia,,Muscicapidae,Newtonia fanovanae,Red-tailed Newtonia,Newtonie de Fanovana,Vangidae
Sylvietta virens,Green Crombec,,Sylviidae,Sylvietta virens,Green Crombec,Crombec vert,Macrosphenidae
Sylvietta denti,Lemon-bellied Crombec,,Sylviidae,Sylvietta denti,Lemon-bellied Crombec,Crombec à gorge tachetée,Macrosphenidae
Sylvietta chapini,Chapin's Crombec,,Sylviidae,,,,
,,,,Sylvietta leucophrys,White-browed Crombec,Crombec à sourcils blancs,Macrosphenidae
Sylvietta leucophrys,White-browed Crombec,,Sylviidae,,,,
Sylvietta brachyura,African Crombec,,Sylviidae,Sylvietta brachyura,Northern Crombec,Crombec sittelle,Macrosphenidae
Sylvietta philippae,Short-billed Crombec,,Sylviidae,Sylvietta philippae,Short-billed Crombec,Crombec de Somalie,Macrosphenidae
Sylvietta ruficapilla,Red-capped Crombec,,Sylviidae,Sylvietta ruficapilla,Red-capped Crombec,Crombec à calotte rousse,Macrosphenidae
Sylvietta whytii,Red-faced Crombec,,Sylviidae,Sylvietta whytii,Red-faced Crombec,Crombec à face rousse,Macrosphenidae
Sylvietta isabellina,Somali Crombec,,Sylviidae,Sylvietta isabellina,Somali Crombec,Crombec isabelle,Macrosphenidae
Sylvietta rufescens,Long-billed Crombec,,Sylviidae,Sylvietta rufescens,Cape Crombec,Crombec à long bec,Macrosphenidae
Hemitesia neumanni,Neumann's Bush-Warbler,,Sylviidae,Hemitesia neumanni,Neumann's Warbler,Bouscarle de Neumann,Scotocercidae
Macrosphenus kempi,Kemp's Longbill,,Sylviidae,Macrosphenus kempi,Kemp's Longbill,Nasique de Kemp,Macrosphenidae
Macrosphenus flavicans,Yellow Longbill,,Sylviidae,Macrosphenus flavicans,Yellow Longbill,Nasique jaune,Macrosphenidae
Macrosphenus concolor,Gray Longbill,,Sylviidae,Macrosphenus concolor,Gray Longbill,Nasique grise,Macrosphenidae
Macrosphenus pulitzeri,Pulitzer's Longbill,,Sylviidae,Macrosphenus pulitzeri,Pulitzer's Longbill,Nasique de Pulitzer,Macrosphenidae
Suaheliornis kretschmeri,Kretschmer's Greenbul,,Pycnonotidae,Macrosphenus kretschmeri,Kretschmer's Longbill,Nasique de Kretschmer,Macrosphenidae
Amaurocichla bocagii,Bocage's Longbill,,Sylviidae,Motacilla bocagii,Sao Tome Short-tail,Long-bec de Bocage,Motacillidae
Hypergerus atriceps,Oriole Warbler,,Sylviidae,Hypergerus atriceps,Oriole Warbler,Noircap loriot,Cisticolidae
Eminia lepida,Gray-capped Warbler,,Sylviidae,Eminia lepida,Gray-capped Warbler,Éminie à calotte grise,Cisticolidae
Hyliota flavigaster,African Yellow-bellied Warbler,,Muscicapidae,Hyliota flavigaster,Yellow-bellied Hyliota,Hyliote à ventre jaune,Hyliotidae
Hyliota australis,Southern Yellow-bellied Warbler,,Muscicapidae,,,,
,,,,Hyliota australis,Southern Hyliota,Hyliote australe,Hyliotidae
,,,,Hyliota usambara,Usambara Hyliota,Hyliote des Usambara,Hyliotidae
Hyliota violacea,Violet-backed Warbler,,Muscicapidae,Hyliota violacea,Violet-backed Hyliota,Hyliote à dos violet,Hyliotidae
Hylia prasina,Green Hylia,,Hyliadae,Hylia prasina,Green Hylia,Hylia verte,Hyliidae
Leptopoecile sophiae,Severtzov's Tit-Warbler,,Sylviidae,Leptopoecile sophiae,White-browed Tit-Warbler,Orite de Sophie,Aegithalidae
Leptopoecile elegans,Crested Tit-Warbler,,Sylviidae,Leptopoecile elegans,Crested Tit-Warbler,Orite mitrée,Aegithalidae
Phylloscopus laetus,Red-faced Woodland Warbler,,Sylviidae,Phylloscopus laetus,Red-faced Woodland-Warbler,Pouillot à face rousse,Phylloscopidae
Phylloscopus laurae,Mrs. Boulton's Warbler,,Sylviidae,Phylloscopus laurae,Laura's Woodland-Warbler,Pouillot de Laura,Phylloscopidae
Phylloscopus ruficapillus,Yellow-throated Warbler,,Sylviidae,Phylloscopus ruficapilla,Yellow-throated Woodland-Warbler,Pouillot à gorge jaune,Phylloscopidae
Phylloscopus herberti,Herbert's Warbler,,Sylviidae,Phylloscopus herberti,Black-capped Woodland-Warbler,Pouillot à tête noire,Phylloscopidae
Phylloscopus budongoensis,Uganda Woodland Warbler,,Sylviidae,Phylloscopus budongoensis,Uganda Woodland-Warbler,Pouillot d'Ouganda,Phylloscopidae
Phylloscopus umbrovirens,Brown Woodland Warbler,,Sylviidae,Phylloscopus umbrovirens,Brown Woodland-Warbler,Pouillot ombré,Phylloscopidae
Phylloscopus trochilus,European Willow Warbler,,Sylviidae,Phylloscopus trochilus,Willow Warbler,Pouillot fitis,Phylloscopidae
Phylloscopus collybita,Chiffchaff,,Sylviidae,,,,
,,,,Phylloscopus collybita,Common Chiffchaff,Pouillot véloce,Phylloscopidae
,,,,Phylloscopus ibericus,Iberian Chiffchaff,Pouillot ibérique,Phylloscopidae
,,,,Phylloscopus canariensis,Canary Islands Chiffchaff,Pouillot des Canaries,Phylloscopidae
