ScientificNameBT,CommonNameBT
Chrysothlypis salmoni,Scarlet-and-white Tanager
Zoothera interpres,Chestnut-capped Thrush
Nephelornis oneilli,Pardusco
Poicephalus cryptoxanthus,Brown-headed Parrot
Prinia molleri,Sao Tome Prinia
Anthus richardi,Richard's Pipit
Macropygia rufipennis,Andaman Cuckoo-dove
Nectarinia chalybea,Southern Double-collared Sunbird
Aratinga leucophthalma,White-eyed Parakeet
Amaurospiza carrizalensis,Carrizal Seedeater
Ptilinopus luteovirens,Golden Dove
Aquila gurneyi,Gurney's Eagle
Aquila audax,Wedge-tailed Eagle
Spizocorys obbiensis,Obbia Lark
Hemispingus rufosuperciliaris,Rufous-browed Hemispingus
Hylophilus olivaceus,Olivaceous Greenlet
Locustella naevia,Common Grasshopper-warbler
Touit stictopterus,Spot-winged Parrotlet
Drymophila ferruginea,Ferruginous Antbird
Discosura conversii,Green Thorntail
Melozone kieneri,Rusty-crowned Ground-sparrow
Xolmis coronatus,Black-crowned Monjita
Rhipidura teysmanni,Rusty-bellied Fantail
Rhipidura rufifrons,Rufous Fantail
Melanocorypha maxima,Tibetan Lark
Phylloscartes lanyoni,Antioquia Bristle-tyrant
Prinia rufescens,Rufescent Prinia
Dysithamnus occidentalis,Bicoloured Antvireo
Mino anais,Golden Myna
Mino dumontii,Yellow-faced Myna
Zoothera lunulata,Bassian Thrush
Patagioenas corensis,Bare-eyed Pigeon
Poicephalus meyeri,Meyer's Parrot
Phylloscartes poecilotis,Variegated Bristle-tyrant
Milvago chimachima,Yellow-headed Caracara
Milvago chimango,Chimango Caracara
Hylophilus semicinereus,Grey-chested Greenlet
Herpsilochmus rufimarginatus,Rufous-winged Antwren
Phylloscopus bonelli,Bonelli's Warbler
Phylloscopus orientalis,Eastern Bonelli's Warbler
Hylophilus muscicapinus,Buff-cheeked Greenlet
Thryothorus longirostris,Long-billed Wren
Dicrurus waldenii,Mayotte Drongo
Toxostoma bendirei,Bendire's Thrasher
Toxostoma cinereum,Grey Thrasher
Motacilla cinerea,Grey Wagtail
Orthotomus cinereiceps,White-eared Tailorbird
Phylloscartes ophthalmicus,Marble-faced Bristle-tyrant
Aimophila aestivalis,Bachman's Sparrow
Aimophila cassinii,Cassin's Sparrow
Tachyphonus phoenicius,Red-shouldered Tanager
Gnorimopsar chopi,Chopi Blackbird
Anthus nilghiriensis,Nilgiri Pipit
Bradypterus tacsanowskius,Chinese Bush-warbler
Phylloscartes gualaquizae,Ecuadorian Tyrannulet
Henicorhina negreti,Munchique Wood-wren
Gecinulus grantia,Pale-headed Woodpecker
Gecinulus viridis,Bamboo Woodpecker
Nectarinia preussi,Northern Double-collared Sunbird
Pachycephala phaionota,Island Whistler
Hylophilus hypoxanthus,Dusky-capped Greenlet
Amazilia rutila,Cinnamon Hummingbird
Hylophilus sclateri,Tepui Greenlet
Mesopicos goertae,Grey Woodpecker
Mesopicos griseocephalus,Olive Woodpecker
Pachycephala hyperythra,Rusty Whistler
Scytalopus rodriguezi,Upper Magdalena Tapaculo
Anthus lineiventris,Striped Pipit
Xolmis cinereus,Grey Monjita
Alauda gulgula,Oriental Skylark
Columba bollii,Dark-tailed Laurel Pigeon
Illadopsis rufescens,Rufous-winged Illadopsis
Illadopsis puveli,Puvel's Illadopsis
Catharus frantzii,Ruddy-capped Nightingale-thrush
Melidectes torquatus,Ornate Melidectes
Ochthoeca nigrita,Blackish Chat-Tyrant
Orthotomus ruficeps,Ashy Tailorbird
Grus monacha,Hooded Crane
Grus nigricollis,Black-necked Crane
Nectarinia regia,Regal Sunbird
Picumnus nebulosus,Mottled Piculet
Tricholaema lacrymosa,Spot-flanked Barbet
Paradoxornis davidianus,Short-tailed Parrotbill
Macropygia ruficeps,Little Cuckoo-dove
Troglodytes solstitialis,Mountain Wren
Ramphastos dicolorus,Red-breasted Toucan
Streptopelia orientalis,Oriental Turtle-dove
Stachyris striolata,Spot-necked Babbler
Brotogeris tirica,Plain Parakeet
Dendroica angelae,Elfin-woods Warbler
Emberiza pusilla,Little Bunting
Scytalopus meridanus,Merida Tapaculo
Orthotomus samarensis,Yellow-breasted Tailorbird
Zimmerius acer,Guianan Tyrannulet
Phylloscartes superciliaris,Rufous-browed Tyrannulet
Myiozetetes granadensis,Grey-capped Flycatcher
Corvus ossifragus,Fish Crow
Patagioenas caribaea,Ring-tailed Pigeon
Tangara ruficervix,Golden-naped Tanager
Contopus pallidus,Jamaican Pewee
Chlorospingus pileatus,Sooty-capped Bush-tanager
Garrulax lineatus,Streaked Laughingthrush
Anthus chloris,Yellow-breasted Pipit
Arborophila javanica,Chestnut-bellied Partridge
Chrysomma altirostre,Jerdon's Babbler
Yuhina gularis,Stripe-throated Yuhina
Oxyura leucocephala,White-headed Duck
Ptilinopus merrilli,Cream-bellied Fruit-dove
Pellorneum ruficeps,Puff-throated Babbler
Orthotomus castaneiceps,Philippine Tailorbird
Phylloscartes parkeri,Cinnamon-faced Tyrannulet
Dysithamnus leucostictus,White-streaked Antvireo
Scytalopus sanctaemartae,Santa Marta Tapaculo
Myophonus horsfieldii,Malabar Whistling-thrush
Pheucticus chrysopeplus,Yellow Grosbeak
Cettia haddeni,Bougainville Bush-warbler
Thryothorus nicefori,Niceforo's Wren
Thryothorus spadix,Sooty-headed Wren
Asthenes cactorum,Cactus Canastero
Prinia sylvatica,Jungle Prinia
Alauda arvensis,Eurasian Skylark
Loxigilla noctis,Lesser Antillean Bullfinch
Oxyura maccoa,Maccoa Duck
Orthotomus heterolaemus,Rufous-headed Tailorbird
Pica nuttalli,Yellow-billed Magpie
Pica hudsonia,Black-billed Magpie
Scytalopus acutirostris,Tschudi's Tapaculo
Dendroica plumbea,Plumbeous Warbler
Scytalopus stilesi,Stiles's Tapaculo
Uraeginthus ianthinogaster,Purple Grenadier
Uraeginthus granatinus,Common Grenadier
Scytalopus robbinsi,Ecuadorian Tapaculo
Chrysomma sinense,Yellow-eyed Babbler
Anthus hoeschi,Mountain Pipit
Rhipidura matthiae,Matthias Fantail
Scytalopus caracae,Caracas Tapaculo
Zoothera cinerea,Ashy Thrush
Orthotomus nigriceps,Black-headed Tailorbird
Melanerpes flavifrons,Yellow-fronted Woodpecker
Pyrilia pulchra,Rose-faced Parrot
Scytalopus pachecoi,Planalto Tapaculo
Chrysomma poecilotis,Rufous-tailed Babbler
Ochthoeca oenanthoides,D'Orbigny's Chat-tyrant
Pheucticus tibialis,Black-thighed Grosbeak
Oenanthe oenanthe,Northern Wheatear
Neophema petrophila,Rock Parrot
Gyps bengalensis,White-rumped Vulture
Ptilinopus solomonensis,Yellow-bibbed Fruit-dove
Fulica americana,American Coot
Fulica ardesiaca,Slate-coloured Coot
Leucopternis albicollis,White Hawk
Leucopternis polionotus,Mantled Hawk
Pyrilia haematotis,Brown-hooded Parrot
Scytalopus chocoensis,Choco Tapaculo
Stachyris nigriceps,Grey-throated Babbler
Colaptes fernandinae,Fernandina's Flicker
Scytalopus bolivianus,Bolivian Tapaculo
Scytalopus macropus,Large-footed Tapaculo
Anthus nattereri,Ochre-breasted Pipit
Lathrotriccus euleri,Euler's Flycatcher
Lathrotriccus griseipectus,Grey-breasted Flycatcher
Sturnus contra,Asian Pied Starling
Sturnus nigricollis,Black-collared Starling
Hapalopsittaca pyrrhops,Red-faced Parrot
Prinia polychroa,Brown Prinia
Scytalopus urubambae,Vilcabamba Tapaculo
Phylloscartes sylviolus,Bay-ringed Tyrannulet
Phylloscartes kronei,Restinga Tyrannulet
Hapalopsittaca melanotis,Black-winged Parrot
Lagopus lagopus,Willow Ptarmigan
Lagopus muta,Rock Ptarmigan
Myophonus insularis,Taiwan Whistling-thrush
Ptilinopus layardi,Whistling Dove
Columba palumbus,Common Wood-pigeon
Rhipidura euryura,White-bellied Fantail
Phasianus colchicus,Common Pheasant
Phasianus versicolor,Green Pheasant
Turdus obsoletus,Pale-vented Thrush
Tyrannus tyrannus,Eastern Kingbird
Motacilla madaraspatensis,White-browed Wagtail
Rhipidura cockerelli,White-winged Fantail
Dacelo novaeguineae,Laughing Kookaburra
Phaethornis augusti,Sooty-capped Hermit
Hapalopsittaca amazonina,Rusty-faced Parrot
Ochthoeca leucophrys,White-browed Chat-tyrant
Pterodroma phaeopygia,Galapagos Petrel
Rhyacornis fuliginosa,Plumbeous Water-redstart
Rhyacornis bicolor,Luzon Water-redstart
Hirundo senegalensis,Mosque Swallow
Scytalopus altirostris,Neblina Tapaculo
Neophema elegans,Elegant Parrot
Collocalia fuciphaga,Edible-nest Swiftlet
Anthus melindae,Malindi Pipit
Anthus chacoensis,Pampas Pipit
Muscicapa striata,Spotted Flycatcher
Phaethornis pretrei,Planalto Hermit
Alcedo cyanopectus,Indigo-banded Kingfisher
Scytalopus panamensis,Tacarcuna Tapaculo
Dysithamnus xanthopterus,Rufous-backed Antvireo
Yuhina occipitalis,Rufous-vented Yuhina
Anthus vaalensis,Buffy Pipit
Anthus pallidiventris,Long-legged Pipit
Alcedo argentata,Silvery Kingfisher
Passer euchlorus,Arabian Golden Sparrow
Ramphocelus sanguinolentus,Crimson-collared Tanager
Colinus nigrogularis,Black-throated Bobwhite
Pterodroma sandwichensis,Hawaiian Petrel
Turdus fulviventris,Chestnut-bellied Thrush
Phaenicophilus palmarum,Black-crowned Palm-tanager
Phaenicophilus poliocephalus,Grey-crowned Palm-tanager
Myophonus blighi,Sri Lanka Whistling-thrush
Myophonus castaneus,Chestnut-winged Whistling-thrush
Collocalia salangana,Mossy-nest Swiftlet
Orthotomus derbianus,Grey-backed Tailorbird
Tarphonomus harterti,Bolivian Earthcreeper
Tarphonomus certhioides,Chaco Earthcreeper
Monarcha manadensis,Hooded Monarch
Motacilla grandis,Japanese Wagtail
Paradoxornis nipalensis,Black-throated Parrotbill
Melanerpes herminieri,Guadeloupe Woodpecker
Rhipidura superflua,Tawny-backed Fantail
Basileuterus leucophrys,White-striped Warbler
Dacelo leachii,Blue-winged Kookaburra
Myophonus borneensis,Bornean Whistling-thrush
Scytalopus parkeri,Chusquea Tapaculo
Ochthoeca cinnamomeiventris,Slaty-backed Chat-tyrant
Emberiza sulphurata,Yellow Bunting
Paradoxornis guttaticollis,Spot-breasted Parrotbill
Thamnophilus doliatus,Barred Antshrike
Anthus caffer,Bush Pipit
Hapalopsittaca fuertesi,Indigo-winged Parrot
Anthus rufulus,Paddyfield Pipit
Phaethornis koepckeae,Koepcke's Hermit
Serinus burtoni,Thick-billed Seedeater
Orthotomus frontalis,Rufous-fronted Tailorbird
Anas formosa,Baikal Teal
Bradypterus carpalis,White-winged Scrub-warbler
Pheucticus chrysogaster,Golden-bellied Grosbeak
Catharus occidentalis,Russet Nightingale-thrush
Catharus guttatus,Hermit Thrush
Asthenes humicola,Dusky-tailed Canastero
Phaethornis philippii,Needle-billed Hermit
Ramphomicron microrhynchum,Purple-backed Thornbill
Ramphomicron dorsale,Black-backed Thornbill
Seicercus poliogenys,Grey-cheeked Warbler
Pipra pipra,White-crowned Manakin
Lerwa lerwa,Snow Partridge
Dacelo tyro,Spangled Kookaburra
Streptopelia reichenowi,White-winged Collared-dove
Sterna anaethetus,Bridled Tern
Anthus antarcticus,South Georgia Pipit
Phylloscartes flavovirens,Yellow-green Tyrannulet
Ducula pistrinaria,Island Imperial-pigeon
Anthus similis,Long-billed Pipit
Melanerpes pucherani,Black-cheeked Woodpecker
Anthus roseatus,Rosy Pipit
Poicephalus crassus,Niam-niam Parrot
Nothocrax urumutum,Nocturnal Curassow
Colinus leucopogon,Spot-bellied Bobwhite
Anthus sokokensis,Sokoke Pipit
Orthotomus sepium,Olive-backed Tailorbird
Megalaima chrysopogon,Gold-whiskered Barbet
Campylorhynchus rufinucha,Rufous-naped Wren
Anthus longicaudatus,Long-tailed Pipit
Aglaeactis cupripennis,Shining Sunbeam
Wilsonia citrina,Hooded Warbler
Paradoxornis gularis,Grey-headed Parrotbill
Loxipasser anoxanthus,Yellow-shouldered Grassquit
Deconychura longicauda,Long-tailed Woodcreeper
Deconychura stictolaema,Spot-throated Woodcreeper
Lichmera indistincta,Brown Honeyeater
Psalidoprocne nitens,Square-tailed Saw-wing
Scytalopus simonsi,Puna Tapaculo
Rhipidura rennelliana,Rennell Fantail
Passer shelleyi,Shelley's Rufous-sparrow
Turdinus marmorata,Marbled Wren-babbler
Oreotrochilus leucopleurus,White-sided Hillstar
Pheucticus ludovicianus,Rose-breasted Grosbeak
Sterna lunata,Grey-backed Tern
Phylloscartes chapmani,Chapman's Tyrannulet
Masius chrysopterus,Golden-winged Manakin
Perissocephalus tricolor,Capuchinbird
Turdinus rufipectus,Rusty-breasted Wren-babbler
Passer eminibey,Chestnut Sparrow
Poicephalus rueppellii,Rueppell's Parrot
Apalis rufogularis,Buff-throated Apalis
Phylloscartes venezuelanus,Venezuelan Bristle-tyrant
Anthus gutturalis,Alpine Pipit
Schistocichla rufifacies,Rufous-faced Antbird
Emberiza schoeniclus,Reed Bunting
Phylloscartes orbitalis,Spectacled Bristle-tyrant
Yuhina flavicollis,Whiskered Yuhina
Phylloscartes eximius,Southern Bristle-tyrant
Thalassarche melanophrys,Black-browed Albatross
Thalassarche impavida,Campbell Albatross
Hypothymis coelestis,Celestial Monarch
Myrmoborus leucophrys,White-browed Antbird
Anthus bogotensis,Paramo Pipit
Passer castanopterus,Somali Sparrow
Passer swainsonii,Swainson's Sparrow
Lichmera alboauricularis,Silver-eared Honeyeater
Dendroica pharetra,Arrowhead Warbler
Pheucticus melanocephalus,Black-headed Grosbeak
Pseudonigrita arnaudi,Grey-headed Social-weaver
Pseudonigrita cabanisi,Black-capped Social-weaver
Poicephalus flavifrons,Yellow-fronted Parrot
Rhipidura fuscorufa,Cinnamon-tailed Fantail
Passer suahelicus,Swahili Sparrow
Machaeropterus deliciosus,Club-winged Manakin
Lamprotornis chloropterus,Lesser Blue-eared Glossy-starling
Lamprotornis acuticaudus,Sharp-tailed Glossy-starling
Jabouilleia danjoui,Short-tailed Scimitar-babbler
Stachyris plateni,Mindanao Pygmy-babbler
Emberiza pallasi,Pallas's Bunting
Thryothorus leucotis,Buff-breasted Wren
Turdinus macrodactylus,Large Wren-babbler
Cettia carolinae,Tanimbar Bush-warbler
Drymophila malura,Dusky-tailed Antbird
Anthus leucophrys,Plain-backed Pipit
Piranga olivacea,Scarlet Tanager
Macropygia emiliana,Ruddy Cuckoo-dove
Anthus crenatus,Yellow-tufted Pipit
Poicephalus senegalus,Senegal Parrot
Megalaima monticola,Mountain Barbet
Vireo gilvus,Warbling Vireo
Turdus albicollis,White-necked Thrush
Turdus assimilis,White-throated Thrush
Chlorothraupis frenata,Olive Tanager
Heterospingus rubrifrons,Sulphur-rumped Tanager
Heterospingus xanthopygius,Scarlet-browed Tanager
Turdinus atrigularis,Black-throated Wren-babbler
Pachyramphus aglaiae,Rose-throated Becard
Ninox boobook,Southern Boobook
Thryothorus guarayanus,Fawn-breasted Wren
Heliobletus contaminatus,Sharp-billed Treehunter
Seicercus affinis,White-spectacled Warbler
Pachyramphus homochrous,One-coloured Becard
Saltator maximus,Buff-throated Saltator
Hirundo smithii,Wire-tailed Swallow
Lybius minor,Black-backed Barbet
Otus senegalensis,African Scops-owl
Myophonus robinsoni,Malaysian Whistling-thrush
Passer diffusus,Southern Grey-headed Sparrow
Bradypterus grandis,Dja River Warbler
Passer hemileucus,Abd 'Al Kuri Sparrow
Buthraupis aureodorsalis,Golden-backed Mountain-tanager
Rhipidura fuliginosa,Grey Fantail
Macropygia unchall,Barred Cuckoo-dove
Capito auratus,Gilded Barbet
Iridosornis jelskii,Golden-collared Tanager
Aglaiocercus kingi,Long-tailed Sylph
Myrmecocichla melaena,Rueppell's Chat
Ninox natalis,Christmas Island Hawk-owl
Lagonosticta rubricata,African Firefinch
Terenura callinota,Rufous-rumped Antwren
Accipiter virgatus,Besra
Otus pembaensis,Pemba Scops-owl
Mimus gundlachii,Bahama Mockingbird
Gallus lafayetii,Sri Lanka Junglefowl
Passer rufocinctus,Kenya Rufous-sparrow
Myiophobus lintoni,Orange-banded Flycatcher
Accipiter gularis,Japanese Sparrowhawk
Motacilla alba,White Wagtail
Callipepla californica,California Quail
Callipepla gambelii,Gambel's Quail
Myiophobus ochraceiventris,Ochraceous-breasted Flycatcher
Passer pyrrhonotus,Sind Sparrow
Epinecrophylla fjeldsaai,Brown-backed Antwren
Aglaiocercus coelestis,Violet-tailed Sylph
Xenotriccus callizonus,Belted Flycatcher
Xenotriccus mexicanus,Pileated Flycatcher
Eremomela pusilla,Senegal Eremomela
Piranga ludoviciana,Western Tanager
Stachyris poliocephala,Grey-headed Babbler
Terenura sharpei,Yellow-rumped Antwren
Cicinnurus magnificus,Magnificent Bird-of-paradise
Cicinnurus respublica,Wilson's Bird-of-paradise
Buthraupis eximia,Black-chested Mountain-tanager
Basilornis celebensis,Sulawesi Myna
Spreo fischeri,Fischer's Starling
Spreo albicapillus,White-crowned Starling
Anthus furcatus,Short-billed Pipit
Monticola saxatilis,Rufous-tailed Rock-thrush
Amazona kawalli,Kawall's Amazon
Sylvia minula,Small Whitethroat
Phylloscartes difficilis,Serra Do Mar Tyrannulet
Monticola solitarius,Blue Rock-thrush
Passer motitensis,Southern Rufous-sparrow
Anthus sylvanus,Upland Pipit
Sylvia leucomelaena,Arabian Warbler
Phrygilus alaudinus,Band-tailed Sierra-finch
Passer gongonensis,Parrot-billed Sparrow
Passer iagoensis,Iago Sparrow
Discosura letitiae,Coppery Thorntail
Otus mirus,Mindanao Scops-owl
Phylloscartes flaviventris,Rufous-lored Tyrannulet
Pachycephala sulfuriventer,Sulphur-bellied Whistler
Cercomacra ferdinandi,Bananal Antbird
Thalassarche eremita,Chatham Albatross
Thalassarche salvini,Salvin's Albatross
Atalotriccus pilaris,Pale-eyed Pygmy-tyrant
Falco punctatus,Mauritius Kestrel
Eremomela usticollis,Burnt-neck Eremomela
Rhipidura rufiventris,Northern Fantail
Otus longicornis,Luzon Scops-owl
Cacatua galerita,Sulphur-crested Cockatoo
Cacatua sulphurea,Yellow-crested Cockatoo
Monticola explorator,Sentinel Rock-thrush
Bradypterus graueri,Grauer's Swamp-warbler
Chalcostigma stanleyi,Blue-mantled Thornbill
Psittacula longicauda,Long-tailed Parakeet
Myrmotherula ignota,Moustached Antwren
Myrmotherula brachyura,Pygmy Antwren
Vidua hypocherina,Steel-blue Whydah
Chalcostigma herrani,Rainbow-bearded Thornbill
Passer flaveolus,Plain-backed Sparrow
Passer luteus,Sudan Golden Sparrow
Sylvia hortensis,Orphean Warbler
Lybius undatus,Banded Barbet
Phylloscartes ceciliae,Alagoas Tyrannulet
Myrmecocichla formicivora,Southern Anteater-chat
Caprimulgus rufigena,Rufous-cheeked Nightjar
Micropsitta meeki,Meek's Pygmy-parrot
Ficedula superciliaris,Ultramarine Flycatcher
Oriolus forsteni,Grey-collared Oriole
Micropsitta geelvinkiana,Geelvink Pygmy-parrot
Caprimulgus europaeus,Eurasian Nightjar
Yuhina bakeri,White-naped Yuhina
Empidonax flaviventris,Yellow-bellied Flycatcher
Thryothorus felix,Happy Wren
Rhodopechys sanguineus,Crimson-winged Finch
Rhodopechys obsoletus,Desert Finch
Oriolus bouroensis,Black-eared Oriole
Dasycrotapha speciosa,Flame-templed Babbler
Phoenicurus alaschanicus,Ala Shan Redstart
Sylvia cantillans,Subalpine Warbler
Phylloscartes paulista,Sao Paulo Tyrannulet
Eremomela gregalis,Yellow-rumped Eremomela
Neopelma chrysocephalum,Saffron-crested Tyrant-manakin
Myrmecocichla tholloni,Congo Moor-chat
Lanio versicolor,White-winged Shrike-tanager
Phylloscartes virescens,Olive-green Tyrannulet
Buteo auguralis,Red-necked Buzzard
Ammodramus bairdii,Baird's Sparrow
Sitta ledanti,Algerian Nuthatch
Ammodramus henslowii,Henslow's Sparrow
Sitta krueperi,Krueper's Nuthatch
Neopelma sulphureiventer,Sulphur-bellied Tyrant-manakin
Hirundo perdita,Red Sea Swallow
Contopus lugubris,Dark Pewee
Nesocharis capistrata,White-cheeked Oliveback
Eremomela flavicrissalis,Yellow-vented Eremomela
Circus cinereus,Cinereous Harrier
Eremomela turneri,Turner's Eremomela
Lybius rubrifacies,Red-faced Barbet
Acrocephalus concinens,Blunt-winged Warbler
Thryothorus sclateri,Speckle-breasted Wren
Cuculus canorus,Common Cuckoo
Lybius rolleti,Black-breasted Barbet
Scytalopus zimmeri,Zimmer's Tapaculo
Cettia major,Chestnut-crowned Bush-warbler
Turdus leucomelas,Pale-breasted Thrush
Eremomela atricollis,Black-necked Eremomela
Hirundo cucullata,Greater Striped-swallow
Myrmoborus myotherinus,Black-faced Antbird
Buteo polyosoma,Red-backed Hawk
Zonotrichia capensis,Rufous-collared Sparrow
Hirundo obsoleta,Pale Crag-martin
Passer moabiticus,Dead Sea Sparrow
Turdus kessleri,White-backed Thrush
Circus cyaneus,Northern Harrier
Bangsia rothschildi,Golden-chested Tanager
Bangsia melanochlamys,Black-and-gold Tanager
Eremomela icteropygialis,Yellow-bellied Eremomela
Forpus xanthopterygius,Blue-winged Parrotlet
Prioniturus waterstradti,Mindanao Racquet-tail
Hirundo megaensis,White-tailed Swallow
Sublegatus modestus,Southern Scrub-flycatcher
Sturnus albofrontatus,White-faced Starling
Schistocichla caurensis,Caura Antbird
Heterocercus flavivertex,Yellow-crested Manakin
Zoothera heinei,Russet-tailed Thrush
Acrocephalus tangorum,Manchurian Reed-warbler
Hirundo fuliginosa,Forest Swallow
Ortalis motmot,Little Chachalaca
Forpus passerinus,Green-rumped Parrotlet
Scytalopus superciliaris,White-browed Tapaculo
Phaethornis stuarti,White-browed Hermit
Zoothera talaseae,New Britain Thrush
Passer cordofanicus,Kordofan Rufous-sparrow
Myrmotherula grisea,Ashy Antwren
Passer simplex,Desert Sparrow
Geranoaetus melanoleucus,Black-chested Buzzard-eagle
Alisterus amboinensis,Moluccan King-parrot
Loxioides bailleui,Palila
Myrmotherula behni,Plain-winged Antwren
