ScientificNameV3,CommonNameV3,FamilyV3,ScientificName2023,CommonName2023,Family2023
,,,Oriolus consanguineus,Black-and-crimson Oriole,Oriolidae
Sphecotheres viridis,Timor Figbird,Oriolidae,Sphecotheres viridis,Green Figbird,Oriolidae
Coracina caledonica,Melanesian Cuckooshrike,Campephagidae,,,
,,,Coracina caledonica,South Melanesian Cuckooshrike,Campephagidae
,,,Coracina welchmani,North Melanesian Cuckooshrike,Campephagidae
Coracina striata,Bar-bellied Cuckooshrike,Campephagidae,,,
,,,Coracina striata,Bar-bellied Cuckooshrike,Campephagidae
,,,Coracina dobsoni,Andaman Cuckooshrike,Campephagidae
Coracina lineata,Yellow-eyed Cuckooshrike,Campephagidae,Coracina lineata,Barred Cuckooshrike,Campephagidae
Coracina papuensis,White-bellied Cuckooshrike,Campephagidae,,,
,,,Coracina papuensis,White-bellied Cuckooshrike,Campephagidae
,,,Coracina ingens,Manus Cuckooshrike,Campephagidae
Coracina parvula,Halmahera Cuckooshrike,Campephagidae,Celebesia parvula,Halmahera Cuckooshrike,Campephagidae
Coracina abbotti,Pygmy Cuckooshrike,Campephagidae,Celebesia abbotti,Pygmy Cuckooshrike,Campephagidae
Coracina analis,New Caledonian Cuckooshrike,Campephagidae,Analisoma analis,New Caledonian Cuckooshrike,Campephagidae
Coracina caesia,Grey Cuckooshrike,Campephagidae,Coracina caesia,Gray Cuckooshrike,Campephagidae
Coracina azurea,Blue Cuckooshrike,Campephagidae,Cyanograucalus azureus,Blue Cuckooshrike,Campephagidae
Coracina cinerea,Ashy Cuckooshrike,Campephagidae,,,
,,,Coracina cinerea,Madagascar Cuckooshrike,Campephagidae
,,,Coracina cucullata,Comoro Cuckooshrike,Campephagidae
Coracina typica,Mauritius Cuckooshrike,Campephagidae,Lalage typica,Mauritius Cuckooshrike,Campephagidae
Coracina newtoni,Reunion Cuckooshrike,Campephagidae,Lalage newtoni,Reunion Cuckooshrike,Campephagidae
Coracina coerulescens,Blackish Cuckooshrike,Campephagidae,Analisoma coerulescens,Blackish Cuckooshrike,Campephagidae
Coracina tenuirostris,Slender-billed Cicadabird,Campephagidae,,,
,,,Edolisoma tenuirostre,Common Cicadabird,Campephagidae
,,,Edolisoma admiralitatis,Manus Cicadabird,Campephagidae
,,,Edolisoma salomonis,Makira Cicadabird,Campephagidae
Coracina dohertyi,Sumba Cicadabird,Campephagidae,Edolisoma dohertyi,Pale-shouldered Cicadabird,Campephagidae
Coracina sula,Sula Cicadabird,Campephagidae,Edolisoma sula,Sula Cicadabird,Campephagidae
Coracina dispar,Kai Cicadabird,Campephagidae,Edolisoma dispar,Kai Cicadabird,Campephagidae
Coracina mindanensis,Black-bibbed Cicadabird,Campephagidae,Edolisoma mindanense,Black-bibbed Cuckooshrike,Campephagidae
Coracina morio,Sulawesi Cicadabird,Campephagidae,Edolisoma morio,Sulawesi Cicadabird,Campephagidae
Coracina ceramensis,Pale Cicadabird,Campephagidae,Edolisoma ceramense,Pale Cicadabird,Campephagidae
Coracina incerta,Black-shouldered Cicadabird,Campephagidae,Edolisoma incertum,Papuan Cicadabird,Campephagidae
Coracina schisticeps,Grey-headed Cuckooshrike,Campephagidae,Edolisoma schisticeps,Gray-headed Cicadabird,Campephagidae
Coracina melas,New Guinea Cuckooshrike,Campephagidae,Edolisoma melas,Black Cicadabird,Campephagidae
Coracina montana,Black-bellied Cuckooshrike,Campephagidae,Edolisoma montanum,Black-bellied Cicadabird,Campephagidae
Coracina holopolia,Solomons Cuckooshrike,Campephagidae,Edolisoma holopolium,Solomons Cuckooshrike,Campephagidae
Coracina mcgregori,McGregor's Cuckooshrike,Campephagidae,Malindangia mcgregori,McGregor's Cuckooshrike,Campephagidae
Coracina ostenta,White-winged Cuckooshrike,Campephagidae,Analisoma ostenta,White-winged Cuckooshrike,Campephagidae
Coracina polioptera,Indochinese Cuckooshrike,Campephagidae,Lalage polioptera,Indochinese Cuckooshrike,Campephagidae
Coracina melaschistos,Black-winged Cuckooshrike,Campephagidae,Lalage melaschistos,Black-winged Cuckooshrike,Campephagidae
Coracina fimbriata,Lesser Cuckooshrike,Campephagidae,Lalage fimbriata,Lesser Cuckooshrike,Campephagidae
Coracina melanoptera,Black-headed Cuckooshrike,Campephagidae,Lalage melanoptera,Black-headed Cuckooshrike,Campephagidae
Lalage leucomela,Varied Triller,Campephagidae,,,
,,,Lalage leucomela,Varied Triller,Campephagidae
,,,Lalage conjuncta,Mussau Triller,Campephagidae
Campephaga lobata,Western Wattled Cuckooshrike,Campephagidae,Lobotos lobatus,Ghana Cuckooshrike,Campephagidae
Campephaga oriolina,Eastern Wattled Cuckooshrike,Campephagidae,Lobotos oriolinus,Oriole Cuckooshrike,Campephagidae
Pericrocotus roseus,Rosy Minivet,Campephagidae,,,
,,,Pericrocotus roseus,Rosy Minivet,Campephagidae
Pericrocotus erythropygius,White-bellied Minivet,Campephagidae,,,
,,,Pericrocotus erythropygius,White-bellied Minivet,Campephagidae
,,,Pericrocotus albifrons,Jerdon's Minivet,Campephagidae
Pericrocotus solaris,Grey-chinned Minivet,Campephagidae,Pericrocotus solaris,Gray-chinned Minivet,Campephagidae
Pericrocotus flammeus,Scarlet Minivet,Campephagidae,,,
,,,Pericrocotus flammeus,Orange Minivet,Campephagidae
,,,Pericrocotus speciosus,Scarlet Minivet,Campephagidae
Hemipus picatus,Bar-winged Flycatcher-shrike,Campephagidae,Hemipus picatus,Bar-winged Flycatcher-shrike,Vangidae
Hemipus hirundinaceus,Black-winged Flycatcher-shrike,Campephagidae,Hemipus hirundinaceus,Black-winged Flycatcher-shrike,Vangidae
Rhipidura hypoxantha,Yellow-bellied Fantail,Rhipiduridae,Chelidorhynx hypoxanthus,Yellow-bellied Fairy-Fantail,Stenostiridae
Rhipidura superciliaris,Blue Fantail,Rhipiduridae,,,
,,,Rhipidura superciliaris,Mindanao Blue-Fantail,Rhipiduridae
,,,Rhipidura samarensis,Visayan Blue-Fantail,Rhipiduridae
Rhipidura cyaniceps,Blue-headed Fantail,Rhipiduridae,,,
,,,Rhipidura cyaniceps,Blue-headed Fantail,Rhipiduridae
,,,Rhipidura albiventris,Visayan Fantail,Rhipiduridae
,,,Rhipidura sauli,Tablas Fantail,Rhipiduridae
Rhipidura albicollis,White-throated Fantail,Rhipiduridae,,,
,,,Rhipidura albicollis,White-throated Fantail,Rhipiduridae
,,,Rhipidura albogularis,Spot-breasted Fantail,Rhipiduridae
Rhipidura javanica,Pied Fantail,Rhipiduridae,,,
,,,Rhipidura javanica,Malaysian Pied-Fantail,Rhipiduridae
,,,Rhipidura nigritorquis,Philippine Pied-Fantail,Rhipiduridae
Rhipidura cockerelli,White-winged Fantail,Rhipiduridae,,,
,,,Rhipidura cockerelli,White-winged Fantail,Rhipiduridae
,,,Rhipidura coultasi,White-gorgeted Fantail,Rhipiduridae
Rhipidura fuliginosa,Grey Fantail,Rhipiduridae,,,
,,,Rhipidura fuliginosa,New Zealand Fantail,Rhipiduridae
,,,Rhipidura albiscapa,Gray Fantail,Rhipiduridae
Rhipidura drownei,Brown Fantail,Rhipiduridae,,,
,,,Rhipidura drownei,Bougainville Fantail,Rhipiduridae
,,,Rhipidura ocularis,Guadalcanal Fantail,Rhipiduridae
Rhipidura verreauxi,Streaked Fantail,Rhipiduridae,,,
,,,Rhipidura verreauxi,New Caledonian Streaked Fantail,Rhipiduridae
,,,Rhipidura layardi,Fiji Streaked Fantail,Rhipiduridae
,,,Rhipidura spilodera,Vanuatu Streaked Fantail,Rhipiduridae
Rhipidura teysmanni,Rusty-bellied Fantail,Rhipiduridae,,,
,,,Rhipidura teysmanni,Sulawesi Fantail,Rhipiduridae
,,,Rhipidura sulaensis,Taliabu Fantail,Rhipiduridae
,,,Rhipidura habibiei,Peleng Fantail,Rhipiduridae
Rhipidura dedemi,Streaky-breasted Fantail,Rhipiduridae,Rhipidura dedemi,Streak-breasted Fantail,Rhipiduridae
Rhipidura matthiae,Matthias Fantail,Rhipiduridae,Rhipidura matthiae,Mussau Fantail,Rhipiduridae
Rhipidura rufifrons,Rufous Fantail,Rhipiduridae,,,
,,,Rhipidura rufifrons,Australian Rufous Fantail,Rhipiduridae
,,,Rhipidura torrida,Gilolo Fantail,Rhipiduridae
,,,Rhipidura louisiadensis,Louisiade Fantail,Rhipiduridae
,,,Rhipidura versicolor,Micronesian Rufous Fantail,Rhipiduridae
,,,Rhipidura rufofronta,Solomons Rufous Fantail,Rhipiduridae
,,,Rhipidura melaenolaema,Santa Cruz Fantail,Rhipiduridae
,,,Rhipidura dryas,Arafura Fantail,Rhipiduridae
,,,Rhipidura semicollaris,Supertramp Fantail,Rhipiduridae
Chaetorhynchus papuensis,Pygmy Drongo,Dicruridae,Chaetorhynchus papuensis,Drongo Fantail,Rhipiduridae
Dicrurus ludwigii,Square-tailed Drongo,Dicruridae,,,
,,,Dicrurus ludwigii,Square-tailed Drongo,Dicruridae
,,,Dicrurus sharpei,Sharpe's Drongo,Dicruridae
Dicrurus adsimilis,Fork-tailed Drongo,Dicruridae,,,
,,,Dicrurus adsimilis,Fork-tailed Drongo,Dicruridae
,,,Dicrurus modestus,Velvet-mantled Drongo,Dicruridae
Dicrurus fuscipennis,Grand Comoro Drongo,Dicruridae,Dicrurus fuscipennis,Comoro Drongo,Dicruridae
Dicrurus annectans,Crow-billed Drongo,Dicruridae,Dicrurus annectens,Crow-billed Drongo,Dicruridae
Dicrurus hottentottus,Hair-crested Drongo,Dicruridae,,,
,,,Dicrurus hottentottus,Hair-crested Drongo,Dicruridae
,,,Dicrurus palawanensis,Palawan Drongo,Dicruridae
,,,Dicrurus striatus,Short-tailed Drongo,Dicruridae
,,,Dicrurus menagei,Tablas Drongo,Dicruridae
Dicrurus sumatranus,Sumatran Drongo,Dicruridae,,,
,,,Dicrurus sumatranus,Sumatran Drongo,Dicruridae
Dicrurus paradiseus,Greater Racket-tailed Drongo,Dicruridae,,,
,,,Dicrurus paradiseus,Greater Racket-tailed Drongo,Dicruridae
,,,Dicrurus lophorinus,Sri Lanka Drongo,Dicruridae
Erythrocercus mccallii,Chestnut-capped Flycatcher,Monarchidae,Erythrocercus mccallii,Chestnut-capped Flycatcher,Scotocercidae
Erythrocercus holochlorus,Yellow Flycatcher,Monarchidae,Erythrocercus holochlorus,Yellow Flycatcher,Scotocercidae
Erythrocercus livingstonei,Livingstone's Flycatcher,Monarchidae,Erythrocercus livingstonei,Livingstone's Flycatcher,Scotocercidae
Elminia longicauda,African Blue-flycatcher,Monarchidae,Elminia longicauda,African Blue Flycatcher,Stenostiridae
Elminia albicauda,White-tailed Blue-flycatcher,Monarchidae,Elminia albicauda,White-tailed Blue Flycatcher,Stenostiridae
Elminia nigromitrata,Dusky Crested-flycatcher,Monarchidae,Elminia nigromitrata,Dusky Crested Flycatcher,Stenostiridae
Elminia albiventris,White-bellied Crested-flycatcher,Monarchidae,Elminia albiventris,White-bellied Crested Flycatcher,Stenostiridae
Elminia albonotata,White-tailed Crested-flycatcher,Monarchidae,Elminia albonotata,White-tailed Crested Flycatcher,Stenostiridae
Hypothymis azurea,Black-naped Monarch,Monarchidae,,,
,,,Hypothymis azurea,Black-naped Monarch,Monarchidae
,,,Hypothymis puella,Pale-blue Monarch,Monarchidae
Eutrichomyias rowleyi,Cerulean Paradise-flycatcher,Monarchidae,Eutrichomyias rowleyi,Cerulean Flycatcher,Rhipiduridae
Trochocercus nitens,Blue-headed Crested-flycatcher,Monarchidae,Trochocercus nitens,Blue-headed Crested Flycatcher,Monarchidae
Trochocercus cyanomelas,African Crested-flycatcher,Monarchidae,Trochocercus cyanomelas,African Crested Flycatcher,Monarchidae
Terpsiphone rufocinerea,Rufous-vented Paradise-flycatcher,Monarchidae,,,
,,,Terpsiphone rufocinerea,Rufous-vented Paradise-Flycatcher,Monarchidae
,,,Terpsiphone batesi,Bates's Paradise-Flycatcher,Monarchidae
Terpsiphone mutata,Madagascar Paradise-flycatcher,Monarchidae,Terpsiphone mutata,Malagasy Paradise-Flycatcher,Monarchidae
Terpsiphone paradisi,Asian Paradise-flycatcher,Monarchidae,,,
,,,Terpsiphone paradisi,Indian Paradise-Flycatcher,Monarchidae
,,,Terpsiphone affinis,Blyth's Paradise-Flycatcher,Monarchidae
,,,Terpsiphone incei,Amur Paradise-Flycatcher,Monarchidae
Terpsiphone atrocaudata,Japanese Paradise-flycatcher,Monarchidae,Terpsiphone atrocaudata,Black Paradise-Flycatcher,Monarchidae
Chasiempis sandwichensis,Elepaio,Monarchidae,,,
,,,Chasiempis sandwichensis,Hawaii Elepaio,Monarchidae
,,,Chasiempis sclateri,Kauai Elepaio,Monarchidae
,,,Chasiempis ibidis,Oahu Elepaio,Monarchidae
Pomarea mendozae,Marquesan Monarch,Monarchidae,Pomarea mendozae,Marquesas Monarch,Monarchidae
Metabolus rugensis,Chuuk Monarch,Monarchidae,Metabolus rugensis,Truk Monarch,Monarchidae
Monarcha axillaris,Black Monarch,Monarchidae,Symposiachrus axillaris,Fan-tailed Monarch,Monarchidae
Monarcha rubiensis,Rufous Monarch,Monarchidae,Symposiachrus rubiensis,Rufous Monarch,Monarchidae
Monarcha pileatus,White-naped Monarch,Monarchidae,Carterornis pileatus,White-naped Monarch,Monarchidae
Monarcha castus,Loetoe Monarch,Monarchidae,Carterornis castus,Loetoe Monarch,Monarchidae
Monarcha leucotis,White-eared Monarch,Monarchidae,Carterornis leucotis,White-eared Monarch,Monarchidae
Monarcha guttula,Spot-winged Monarch,Monarchidae,Symposiachrus guttula,Spot-winged Monarch,Monarchidae
Monarcha mundus,Black-bibbed Monarch,Monarchidae,Symposiachrus mundus,Black-bibbed Monarch,Monarchidae
Monarcha trivirgatus,Spectacled Monarch,Monarchidae,Symposiachrus trivirgatus,Spectacled Monarch,Monarchidae
Monarcha sacerdotum,Flores Monarch,Monarchidae,Symposiachrus sacerdotum,Flores Monarch,Monarchidae
Monarcha everetti,White-tipped Monarch,Monarchidae,Symposiachrus everetti,White-tipped Monarch,Monarchidae
Monarcha loricatus,Black-tipped Monarch,Monarchidae,Symposiachrus loricatus,Black-tipped Monarch,Monarchidae
Monarcha boanensis,Black-chinned Monarch,Monarchidae,Symposiachrus boanensis,Black-chinned Monarch,Monarchidae
Monarcha leucurus,White-tailed Monarch,Monarchidae,Symposiachrus leucurus,White-tailed Monarch,Monarchidae
Monarcha julianae,Black-backed Monarch,Monarchidae,Symposiachrus julianae,Kofiau Monarch,Monarchidae
Monarcha manadensis,Hooded Monarch,Monarchidae,Symposiachrus manadensis,Hooded Monarch,Monarchidae
Monarcha brehmii,Biak Monarch,Monarchidae,Symposiachrus brehmii,Biak Monarch,Monarchidae
Monarcha infelix,Manus Monarch,Monarchidae,Symposiachrus infelix,Manus Monarch,Monarchidae
Monarcha menckei,White-breasted Monarch,Monarchidae,Symposiachrus menckei,White-breasted Monarch,Monarchidae
Monarcha verticalis,Black-tailed Monarch,Monarchidae,Symposiachrus verticalis,Black-tailed Monarch,Monarchidae
Monarcha barbatus,Black-and-white Monarch,Monarchidae,Symposiachrus barbatus,Black-and-white Monarch,Monarchidae
Monarcha browni,Kolombangara Monarch,Monarchidae,Symposiachrus browni,Kolombangara Monarch,Monarchidae
Monarcha viduus,White-collared Monarch,Monarchidae,Symposiachrus vidua,White-collared Monarch,Monarchidae
Monarcha chrysomela,Golden Monarch,Monarchidae,Carterornis chrysomela,Golden Monarch,Monarchidae
Arses telescophthalmus,Frilled Monarch,Monarchidae,,,
,,,Arses telescopthalmus,Frilled Monarch,Monarchidae
,,,Arses lorealis,Frill-necked Monarch,Monarchidae
Arses insularis,Rufous-collared Monarch,Monarchidae,Arses insularis,Ochre-collared Monarch,Monarchidae
Myiagra erythrops,Mangrove Flycatcher,Monarchidae,Myiagra erythrops,Palau Flycatcher,Monarchidae
Myiagra galeata,Dark-grey Flycatcher,Monarchidae,Myiagra galeata,Moluccan Flycatcher,Monarchidae
Myiagra cervinicauda,Makira Flycatcher,Monarchidae,Myiagra cervinicauda,Ochre-headed Flycatcher,Monarchidae
Myiagra azureocapilla,Blue-crested Flycatcher,Monarchidae,,,
,,,Myiagra azureocapilla,Azure-crested Flycatcher,Monarchidae
,,,Myiagra castaneigularis,Chestnut-throated Flycatcher,Monarchidae
Myiagra inquieta,Restless Flycatcher,Monarchidae,,,
,,,Myiagra inquieta,Restless Flycatcher,Monarchidae
,,,Myiagra nana,Paperbark Flycatcher,Monarchidae
Lamprolia victoriae,Silktail,Monarchidae,,,
,,,Lamprolia victoriae,Taveuni Silktail,Rhipiduridae
,,,Lamprolia klinesmithi,Natewa Silktail,Rhipiduridae
Grallina bruijni,Torrent-lark,Monarchidae,Grallina bruijnii,Torrent-lark,Monarchidae
Lanioturdus torquatus,Chatshrike,Platysteiridae,Lanioturdus torquatus,White-tailed Shrike,Platysteiridae
Dryoscopus sabini,Large-billed Puffback,Malaconotidae,Dryoscopus sabini,Sabine's Puffback,Malaconotidae
Tchagra minutus,Marsh Tchagra,Malaconotidae,Bocagia minuta,Marsh Tchagra,Malaconotidae
Laniarius ruficeps,Red-naped Bush-shrike,Malaconotidae,Laniarius ruficeps,Red-naped Bushshrike,Malaconotidae
Laniarius luehderi,Luehder's Bush-shrike,Malaconotidae,Laniarius luehderi,Lühder's Bushshrike,Malaconotidae
Laniarius brauni,Orange-breasted Bush-shrike,Malaconotidae,Laniarius brauni,Braun's Bushshrike,Malaconotidae
Laniarius amboimensis,Gabela Bush-shrike,Malaconotidae,Laniarius amboimensis,Gabela Bushshrike,Malaconotidae
Laniarius aethiopicus,Ethiopian Boubou,Malaconotidae,,,
,,,Laniarius aethiopicus,Ethiopian Boubou,Malaconotidae
,,,Laniarius major,Tropical Boubou,Malaconotidae
,,,Laniarius nigerrimus,Coastal Boubou,Malaconotidae
,,,Laniarius sublacteus,Zanzibar Boubou,Malaconotidae
Laniarius barbarus,Common Gonolek,Malaconotidae,Laniarius barbarus,Yellow-crowned Gonolek,Malaconotidae
Laniarius funebris,Slate-coloured Boubou,Malaconotidae,Laniarius funebris,Slate-colored Boubou,Malaconotidae
Laniarius leucorhynchus,Sooty Boubou,Malaconotidae,Laniarius leucorhynchus,Lowland Sooty Boubou,Malaconotidae
Laniarius poensis,Mountain Boubou,Malaconotidae,,,
,,,Laniarius poensis,Western Boubou,Malaconotidae
,,,Laniarius willardi,Willard's Sooty Boubou,Malaconotidae
,,,Laniarius holomelas,Albertine Boubou,Malaconotidae
Laniarius fuelleborni,Fuelleborn's Boubou,Malaconotidae,Laniarius fuelleborni,Fülleborn's Boubou,Malaconotidae
Rhodophoneus cruentus,Rosy-patched Bush-shrike,Malaconotidae,Rhodophoneus cruentus,Rosy-patched Bushshrike,Malaconotidae
Telophorus zeylonus,Bokmakierie Bush-shrike,Malaconotidae,Telophorus zeylonus,Bokmakierie,Malaconotidae
Telophorus bocagei,Grey-green Bush-shrike,Malaconotidae,Telophorus bocagei,Gray-green Bushshrike,Malaconotidae
Telophorus sulfureopectus,Sulphur-breasted Bush-shrike,Malaconotidae,Telophorus sulfureopectus,Sulphur-breasted Bushshrike,Malaconotidae
Telophorus olivaceus,Olive Bush-shrike,Malaconotidae,Telophorus olivaceus,Olive Bushshrike,Malaconotidae
Telophorus multicolor,Many-coloured Bush-shrike,Malaconotidae,Telophorus multicolor,Many-colored Bushshrike,Malaconotidae
Telophorus nigrifrons,Black-fronted Bush-shrike,Malaconotidae,Telophorus nigrifrons,Black-fronted Bushshrike,Malaconotidae
Telophorus kupeensis,Mount Kupe Bush-shrike,Malaconotidae,Telophorus kupeensis,Mount Kupe Bushshrike,Malaconotidae
,,,Telophorus viridis,Four-colored Bushshrike,Malaconotidae
Telophorus viridis,Perrin's Bush-shrike,Malaconotidae,,,
Telophorus dohertyi,Doherty's Bush-shrike,Malaconotidae,Telophorus dohertyi,Doherty's Bushshrike,Malaconotidae
Telophorus quadricolor,Four-coloured Bush-shrike,Malaconotidae,,,
Malaconotus cruentus,Fiery-breasted Bush-shrike,Malaconotidae,Malaconotus cruentus,Fiery-breasted Bushshrike,Malaconotidae
Malaconotus lagdeni,Lagden's Bush-shrike,Malaconotidae,Malaconotus lagdeni,Lagden's Bushshrike,Malaconotidae
Malaconotus gladiator,Green-breasted Bush-shrike,Malaconotidae,Malaconotus gladiator,Green-breasted Bushshrike,Malaconotidae
Malaconotus blanchoti,Grey-headed Bush-shrike,Malaconotidae,Malaconotus blanchoti,Gray-headed Bushshrike,Malaconotidae
Malaconotus monteiri,Monteiro's Bush-shrike,Malaconotidae,Malaconotus monteiri,Monteiro's Bushshrike,Malaconotidae
Malaconotus alius,Uluguru Bush-shrike,Malaconotidae,Malaconotus alius,Uluguru Bushshrike,Malaconotidae
Megabyas flammulatus,African Shrike-flycatcher,Platysteiridae,Megabyas flammulatus,African Shrike-flycatcher,Vangidae
Bias musicus,Black-and-white Shrike-flycatcher,Platysteiridae,Bias musicus,Black-and-white Shrike-flycatcher,Vangidae
Batis diops,Ruwenzori Batis,Platysteiridae,Batis diops,Rwenzori Batis,Platysteiridae
,,,Batis dimorpha,Malawi Batis,Platysteiridae
Batis capensis,Cape Batis,Platysteiridae,,,
,,,Batis capensis,Cape Batis,Platysteiridae
Batis fratrum,Zululand Batis,Platysteiridae,Batis fratrum,Woodwards' Batis,Platysteiridae
Batis orientalis,Grey-headed Batis,Platysteiridae,Batis orientalis,Gray-headed Batis,Platysteiridae
Batis minor,Black-headed Batis,Platysteiridae,,,
,,,Batis minor,Eastern Black-headed Batis,Platysteiridae
,,,Batis erlangeri,Western Black-headed Batis,Platysteiridae
Batis minima,Gabon Batis,Platysteiridae,Batis minima,Verreaux's Batis,Platysteiridae
Batis poensis,Fernando Po Batis,Platysteiridae,Batis poensis,Bioko Batis,Platysteiridae
Platysteira castanea,Chestnut Wattle-eye,Platysteiridae,,,
,,,Platysteira castanea,Chestnut Wattle-eye,Platysteiridae
,,,Platysteira hormophora,West African Wattle-eye,Platysteiridae
Prionops plumatus,White Helmet-shrike,Malaconotidae,Prionops plumatus,White Helmetshrike,Vangidae
Prionops poliolophus,Grey-crested Helmet-shrike,Malaconotidae,Prionops poliolophus,Gray-crested Helmetshrike,Vangidae
Prionops alberti,Yellow-crested Helmet-shrike,Malaconotidae,Prionops alberti,Yellow-crested Helmetshrike,Vangidae
Prionops caniceps,Chestnut-bellied Helmet-shrike,Malaconotidae,,,
,,,Prionops caniceps,Red-billed Helmetshrike,Vangidae
,,,Prionops rufiventris,Rufous-bellied Helmetshrike,Vangidae
Prionops retzii,Retz's Helmet-shrike,Malaconotidae,Prionops retzii,Retz's Helmetshrike,Vangidae
Prionops gabela,Gabela Helmet-shrike,Malaconotidae,Prionops gabela,Angola Helmetshrike,Vangidae
Prionops scopifrons,Chestnut-fronted Helmet-shrike,Malaconotidae,Prionops scopifrons,Chestnut-fronted Helmetshrike,Vangidae
Tephrodornis gularis,Large Woodshrike,Campephagidae,,,
,,,Tephrodornis virgatus,Large Woodshrike,Vangidae
,,,Tephrodornis sylvicola,Malabar Woodshrike,Vangidae
Tephrodornis pondicerianus,Common Woodshrike,Campephagidae,,,
,,,Tephrodornis pondicerianus,Common Woodshrike,Vangidae
,,,Tephrodornis affinis,Sri Lanka Woodshrike,Vangidae
Philentoma pyrhoptera,Rufous-winged Philentoma,Muscicapidae,Philentoma pyrhoptera,Rufous-winged Philentoma,Vangidae
